product name,product category,product price,product link,product image
AMD Athlon PRO 300GE AM4 Socket Desktop Processor with Radeon Vega 3 Graphics (Rebox),CPU,4900,https://www.startech.com.bd/amd-athlon-pro-300ge-processor,https://www.startech.com.bd/image/cache/catalog/processor/AMD/athlon-pro-300ge/athlon-pro-300ge-228x228.jpg
Intel Pentium Gold G6400 10th gen Coffee Lake Processor,CPU,7300,https://www.startech.com.bd/intel-pentium-gold-g6400-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/g6400/g6400-228x228.jpg
AMD Ryzen 5 2400G Desktop Processor with Radeon RX Vega 11 Graphics,CPU,6900,https://www.startech.com.bd/amd-ryzen-5-2400g-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-2400g/ryzen-5-2400g-001-228x228.webp
Intel 10th Gen Core i3 10100F Processor,CPU,7200,https://www.startech.com.bd/intel-10th-gen-core-i3-10100f-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/i3-10100/i3-10100-228x228.jpg
Intel Pentium Gold G7400 Alder Lake Processor,CPU,7499,https://www.startech.com.bd/intel-12th-gen-pentium-gold-g7400-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/intel-12th-gen-pentium-gold-g7400/intel-pentium-gold-g7400-12th-gen-alder-lake-01-228x228.jpg
AMD Ryzen 5 3400G Processor with Radeon RX Vega 11 Graphics,CPU,7500,https://www.startech.com.bd/amd-ryzen-5-3400g-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-3400g/3400g-228x228.jpg
Intel Pentium Gold G6405 Coffee Lake Processor,CPU,7600,https://www.startech.com.bd/intel-pentium-gold-g6405-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/pentium-gold-g6405/pentium-gold-g6405-01-228x228.webp
AMD Ryzen 5 5500 Processor,CPU,8300,https://www.startech.com.bd/amd-ryzen-5-5500-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/amd-ryzen-5-5500/amd-ryzen-5-5500-01-228x228.jpg
AMD Ryzen 3 4100 Processor,CPU,9300,https://www.startech.com.bd/amd-ryzen-3-4100-processor,https://www.startech.com.bd/image/cache/catalog/processor/AMD/ryzen-3-4100/amd-ryzen-3-4100-01-228x228.jpg
AMD Ryzen Threadripper 1900X 8-core/16 thread Desktop Processor,CPU,10000,https://www.startech.com.bd/amd-ryzen-threadripper-1900x,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-threadripper-1900x/ryzen-threadripper-1900x-01-228x228.webp
Intel 5th Gen Core i7 5930K Processor,CPU,9900,https://www.startech.com.bd/intel-core-i7-5930k-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i7-5930k/core-i7-5930k-01-228x228.webp
AMD Ryzen 5 5600 Processor,CPU,9749,https://www.startech.com.bd/amd-ryzen-5-5600-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/5600x/5600x-001-228x228.jpg
Intel 10th Gen Core i3 10100 Processor,CPU,10750,https://www.startech.com.bd/intel-core-i3-10100-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/i3-10100/i3-10100-228x228.jpg
AMD Ryzen 5 5500GT AM4 Processor with Radeon Graphics,CPU,10899,https://www.startech.com.bd/amd-ryzen-5-5500gt-processor,https://www.startech.com.bd/image/cache/catalog/processor/AMD/ryzen-5-5500gt/ryzen-5-5500gt-228x228.webp
Intel Core i3-12100 12th Gen Alder Lake Processor,CPU,11450,https://www.startech.com.bd/intel-core-i3-12100-12th-gen-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i3-12100/i3-12100-228x228.jpg
AMD Ryzen 5 5600X Processor,CPU,11000,https://www.startech.com.bd/amd-ryzen-5-5600x-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/5600x/5600x-001-228x228.jpg
AMD Ryzen 5 Pro 4650G Processor with Radeon Graphics,CPU,12800,https://www.startech.com.bd/amd-ryzen-5-pro-4650g-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-pro-4650g/ryzen-5-pro-4650g-228x228.jpg
AMD Ryzen 5 8400F Processor,CPU,11000,https://www.startech.com.bd/amd-ryzen-5-8400f-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-8400f/ryzen-5-8400f-01-228x228.webp
Intel 12th Gen Core i5-12400F Alder Lake Processor,CPU,12450,https://www.startech.com.bd/intel-12th-gen-core-i5-12400f-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i5-12400/i5-12400-001-228x228.jpg
AMD Ryzen 5 3600 Processor,CPU,11900,https://www.startech.com.bd/amd-ryzen-5-3600-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-3600x/ryzen-5-3600-228x228.jpg
AMD Ryzen 5 5600X Processor,CPU,11500,https://www.startech.com.bd/amd-ryzen-5-5600x-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/5600x/5600x-001-228x228.jpg
Intel 12th Gen Core i5-12400F Alder Lake Processor,CPU,12500,https://www.startech.com.bd/intel-12th-gen-core-i5-12400f-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i5-12400/i5-12400-001-228x228.jpg
Intel 10th Gen Core i5-10500 Processor,CPU,13900,https://www.startech.com.bd/intel-core-i5-10500-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/i5-10400/i5-10400-1-228x228.jpg
Intel 10th Gen Core i5-10400 Processor,CPU,14300,https://www.startech.com.bd/intel-core-i5-10400-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/i5-10400/i5-10400-1-228x228.jpg
Intel 13th Gen Core i3-13100 Raptor Lake Processor,CPU,13500,https://www.startech.com.bd/intel-core-i3-13100-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/core-i3-13100/core-i3-13100-01-228x228.webp
AMD Ryzen 5 8500G Processor with Radeon Graphics,CPU,15500,https://www.startech.com.bd/amd-ryzen-5-8500g-processor,https://www.startech.com.bd/image/cache/catalog/processor/AMD/ryzen-5-8600g/ryzen-5-8600g-01-228x228.webp
Intel 5th Gen Core i7 5930K Processor,CPU,9900,https://www.startech.com.bd/intel-core-i7-5930k-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i7-5930k/core-i7-5930k-01-228x228.webp
AMD Ryzen 7 5700X Processor,CPU,12700,https://www.startech.com.bd/amd-ryzen-7-5700x-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/amd-ryzen-7-5700x/amd-ryzen-7-5700x-01-228x228.jpg
Intel 12th Gen Core i5-12400 Alder Lake Processor,CPU,14800,https://www.startech.com.bd/intel-12th-gen-core-i5-12400-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i5-12400/i5-12400-01-228x228.webp
Intel Core i3 14100 14th Gen Raptor Lake Processor,CPU,14000,https://www.startech.com.bd/intel-core-i3-14100-14th-gen-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i3-14100f/i3-14100f-01-228x228.webp
AMD Ryzen 7 5700G Processor with Radeon Graphics,CPU,15700,https://www.startech.com.bd/amd-ryzen-7-5700g-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-7-5700ge/ryzen-7-5700g-228x228.webp
AMD Ryzen 5 7500F Processor,CPU,16300,https://www.startech.com.bd/amd-ryzen-5-7500f-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-7600/ryzen-5-7600-01-228x228.webp
AMD Ryzen 7 5700G Processor with Radeon Graphics (Global),CPU,19900,https://www.startech.com.bd/amd-ryzen-7-5700g-processor-global,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-7-5700ge/ryzen-7-5700g-228x228.webp
AMD Ryzen 5 7600 Gaming Processor,CPU,19700,https://www.startech.com.bd/amd-ryzen-5-7600-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-7600/ryzen-5-7600-01-228x228.webp
Intel 13th Gen Core i5 13400F Raptor Lake Processor,CPU,20000,https://www.startech.com.bd/intel-13th-gen-core-i5-13400f-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i5-13600k/Core i5 13600K-01-228x228.webp
Intel 12th Gen Core i5-12500 Alder Lake Processor,CPU,19000,https://www.startech.com.bd/intel-12th-gen-core-i5-12500-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i5-12500/i5-12500-01-228x228.jpg
AMD Ryzen 5 7600X Processor,CPU,22900,https://www.startech.com.bd/amd-ryzen-5-7600x-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-7600x/ryzen-5-7600x-01-228x228.webp
Intel 13th Gen Core i5 13400 Raptor Lake Processor,CPU,21000,https://www.startech.com.bd/intel-13th-gen-core-i5-13400-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i5-13600k/Core i5 13600K-01-228x228.webp
AMD Ryzen 5 8600G Processor with Radeon Graphics,CPU,19700,https://www.startech.com.bd/amd-ryzen-5-8600g-processor,https://www.startech.com.bd/image/cache/catalog/processor/AMD/ryzen-5-8600g/ryzen-5-8600g-01-228x228.webp
Intel Core i5 14400F 14th Gen Raptor Lake Processor,CPU,24000,https://www.startech.com.bd/intel-core-i5-14400f-14th-gen-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i5-14400/i5-14400-01-228x228.webp
Intel Core i5 14400 14th Gen Raptor Lake Processor,CPU,23800,https://www.startech.com.bd/intel-core-i5-14400-14th-gen-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i5-14400/i5-14400-01-228x228.webp
Intel Core i5-7640X X-series Kaby Lake Processor,CPU,25500,https://www.startech.com.bd/intel-core-i5-7640x-x-series,https://www.startech.com.bd/image/cache/catalog/processor/Intel/Intel Core i5-7640X X-series/Intel Core i5-7640X X-series-228x228.jpg
AMD Ryzen 7 7700 Gaming Processor,CPU,23100,https://www.startech.com.bd/amd-ryzen-7-7700-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-7-7700/ryzen-7-7700-01-228x228.webp
Intel 12th Gen Core i5-12600K Alder Lake Processor,CPU,21000,https://www.startech.com.bd/intel-12th-gen-i5-12600k-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i5-12600k/i5-12600k-01-228x228.jpg
Intel 10th Gen Core i7-10700 Processor,CPU,27000,https://www.startech.com.bd/intel-core-i7-10700-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/i7-10700/i7-10700-228x228.jpg
Intel 13th Gen Core i5 13500 Raptor Lake Processor,CPU,26000,https://www.startech.com.bd/intel-13th-gen-core-i5-13500-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i5-13600k/Core i5 13600K-01-228x228.webp
Intel 11th Gen Core i7-11700 Rocket Lake Processor,CPU,27500,https://www.startech.com.bd/intel-core-i7-11700-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/i7-11700/i7-11700-228x228.jpg
Intel Core i5 14500 14th Gen Raptor Lake Processor,CPU,27500,https://www.startech.com.bd/intel-core-i5-14500-14th-gen-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i5-14400/i5-14400-01-228x228.webp
Intel 12th Gen Core i7-12700 Alder Lake Processor,CPU,29000,https://www.startech.com.bd/intel-12th-gen-core-i7-12700-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i7-12700/i7-12700-01-228x228.jpg
AMD Ryzen 5 9600X AM5 Desktop Gaming Processor (Chinese Edition),CPU,24000,https://www.startech.com.bd/amd-ryzen-5-9600x-gaming-processor-chinese-edition,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-9600x/ryzen-5-9600x-228x228.webp
Intel 12th Gen Core i7-12700K Alder Lake Processor,CPU,27500,https://www.startech.com.bd/intel-12th-gen-core-i7-12700k-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i7-12700k/i7-12700k-01-228x228.jpg
AMD Ryzen 7 8700G Processor with Radeon Graphics ,CPU,30900,https://www.startech.com.bd/amd-ryzen-7-8700g-processor,https://www.startech.com.bd/image/cache/catalog/processor/AMD/ryzen-7-8700g/ryzen-7-8700g-01-228x228.webp
AMD Ryzen 5 7600X3D Processor,CPU,34000,https://www.startech.com.bd/amd-ryzen-5-7600x3d-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-7600x3d/ryzen-5-7600x3d-228x228.webp
AMD Ryzen 7 7700X Processor,CPU,31500,https://www.startech.com.bd/amd-ryzen-7-7700x-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-7-7700x/ryzen-7-7700x-01-228x228.webp
AMD Ryzen 5 9600X AM5 Desktop Gaming Processor,CPU,27000,https://www.startech.com.bd/amd-ryzen-5-9600x-gaming-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-5-9600x/ryzen-5-9600x-228x228.webp
Intel 13th Gen Core i5 13600K Raptor Lake Processor,CPU,30000,https://www.startech.com.bd/intel-13th-gen-core-i5-13600k-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i5-13600k/Core i5 13600K-01-228x228.webp
Intel Core i5 14600K 14th Gen Raptor Lake Processor,CPU,31000,https://www.startech.com.bd/intel-14th-gen-core-i5-14600k-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i5-14600k/core-i5-14600k-01-228x228.webp
Intel Core Ultra 5 245K Arrow Lake Processor,CPU,39000,https://www.startech.com.bd/intel-core-ultra-5-245k-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/core-ultra-5-245k/intel-core-ultra-5-245k-processor-228x228.webp
AMD Ryzen 7 9700X AM5 Desktop Gaming Processor (Chinese Edition),CPU,32700,https://www.startech.com.bd/amd-ryzen-7-9700x-gaming-processor-chinese-edition,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-7-9700x/ryzen-7-9700x-228x228.webp
AMD Ryzen 9 7900X Processor,CPU,40500,https://www.startech.com.bd/amd-ryzen-9-7900x-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-9-7950x/ryzen-9-7950x-01-228x228.webp
Intel 13th Gen Core i7 13700 Raptor Lake Processor,CPU,40000,https://www.startech.com.bd/intel-13th-gen-core-i7-13700-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i7-13700k/core-i7-13700k-01-228x228.webp
Intel 13th Gen Core i7 13700K Raptor Lake Processor,CPU,41500,https://www.startech.com.bd/intel-13th-gen-core-i7-13700k-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i7-13700k/core-i7-13700k-01-228x228.webp
AMD Ryzen 7 7800X3D Processor,CPU,42500,https://www.startech.com.bd/amd-ryzen-7-7800x3d-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-7-7800x3d/ryzen-7-7800x3d-01-228x228.webp
Intel Core i7 14700KF 14th Gen Raptor Lake Processor,CPU,41000,https://www.startech.com.bd/intel-14th-gen-core-i7-14700kf-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i7-14700k/core-i7-14700k-01-228x228.webp
Intel Core i7 14700 14th Gen Raptor Lake Processor,CPU,40000,https://www.startech.com.bd/intel-core-i7-14700-14th-gen-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i7-14700/i7-14700-02-228x228.webp
Intel 11th Gen Core i9-11900K Rocket Lake Processor,CPU,35000,https://www.startech.com.bd/intel-core-i9-11900k-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/i9-11900k/i9-11900k-228x228.jpg
Intel 12th Gen Core i9-12900K Alder Lake Processor,CPU,45000,https://www.startech.com.bd/intel-12th-gen-i9-12900k-alder-lake-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/i9-12900k/i9-12900k-01-228x228.jpg
Intel Core i7 14700K 14th Gen Raptor Lake Processor,CPU,46000,https://www.startech.com.bd/intel-14th-gen-core-i7-14700k-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i7-14700k/core-i7-14700k-01-228x228.webp
Intel Core Ultra 7 265K Arrow Lake Processor,CPU,50700,https://www.startech.com.bd/intel-core-ultra-7-265k-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/core-ultra-7-265k/intel-core-ultra-7-265k-processor-228x228.webp
AMD Ryzen 9 7950X Processor,CPU,54500,https://www.startech.com.bd/amd-ryzen-9-7950x-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-9-7950x/ryzen-9-7950x-01-228x228.webp
AMD Ryzen 9 9900X Gaming Processor,CPU,47000,https://www.startech.com.bd/amd-ryzen-9-9900x-gaming-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-9-9900x/ryzen-9-9950x-228x228.webp
Intel Core i9 14900K 14th Gen Raptor Lake Processor,CPU,55500,https://www.startech.com.bd/intel-14th-gen-core-i9-14900k-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/core-i9-14900k/core-i9-14900k-01-228x228.webp
Intel Core i9 14900KF 14th Gen Raptor Lake Processor,CPU,53000,https://www.startech.com.bd/intel-14th-gen-core-i9-14900kf-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/core-i9-14900k/core-i9-14900k-01-228x228.webp
Intel 13th Gen Core i9 13900K Raptor Lake Processor,CPU,61500,https://www.startech.com.bd/intel-13th-gen-core-i9-13900k-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/core-i9-13900k/core-i9-13900k-01-228x228.webp
AMD Ryzen 9 7950X3D Gaming Processor,CPU,68000,https://www.startech.com.bd/amd-ryzen-9-7950x3d-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-9-7950x3d/ryzen-9-7950x3d-228x228.webp
Intel Core Ultra 9 285K Arrow Lake Processor,CPU,74000,https://www.startech.com.bd/intel-core-ultra-9-285k-processor,https://www.startech.com.bd/image/cache/catalog/processor/intel/core-ultra-9-285k/intel-core-ultra-9-285k-processor-228x228.webp
AMD Ryzen 7 9800X3D Gaming Processor,CPU,69000,https://www.startech.com.bd/amd-ryzen-7-9800x3d-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-7-9800x3d/ryzen-7-9800x3d-228x228.webp
AMD Ryzen 9 9950X Gaming Processor,CPU,69000,https://www.startech.com.bd/amd-ryzen-9-9950x-gaming-processor,https://www.startech.com.bd/image/cache/catalog/processor/amd/ryzen-9-9950x/ryzen-9-9950x-01-228x228.webp
Deepcool CK-11509 CPU Cooler,Coolers,290,https://www.startech.com.bd/deepcool-ck-11509-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ck-11509/ck-11509-01-228x228.jpg
Huntkey Frozen 200 Single Tower CPU Cooler,Coolers,1000,https://www.startech.com.bd/huntkey-frozen-200-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/huntkey/frozen-200/frozen-200-01-228x228.webp
DeepCool ICE EDGE MINI FS V2.0 CPU Air Cooler,Coolers,950,https://www.startech.com.bd/deepcool-ice-edge-mini-fs-v2-0-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ice-edge-mini-fs-v2-0/ice-edge-mini-fs-v2-0-228x228.jpg
Arctic Alpine 17 CO Low Profile Intel CPU Cooler,Coolers,1250,https://www.startech.com.bd/arctic-alpine-17-co-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/arctic/alpine-17-co/alpine-17-co-02-228x228.webp
Arctic Alpine 23 CO Compact AMD CPU Cooler,Coolers,1250,https://www.startech.com.bd/arctic-alpine-23-co-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/arctic/alpine-23-co/alpine-23-co-01-228x228.webp
Xtreme XJOGOS XJC100A 90W CPU Cooler,Coolers,1300,https://www.startech.com.bd/xtreme-xjogos-xjc100a-90w-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/xtreme/xjogos-xjc100a/xjogos-xjc100a-228x228.webp
Xtreme XJOGOS XJC100I 90W CPU Cooler,Coolers,1400,https://www.startech.com.bd/xtreme-xjogos-xjc100i-90w-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/xtreme/xjogos-xjc100a/xjogos-xjc100a-228x228.webp
Huntkey Frozen 400 RGB CPU Cooler,Coolers,1700,https://www.startech.com.bd/huntkey-frozen-400-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/huntkey/frozen-400/frozen-400-01-228x228.webp
DeepCool AG400 ARGB CPU Cooler,Coolers,2200,https://www.startech.com.bd/deepcool-ag400-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag400-argb/ag400-argb-01-228x228.webp
DeepCool GAMMAXX AG400 WH ARGB 120mm CPU Cooler,Coolers,1850,https://www.startech.com.bd/deepcool-gammaxx-ag400-wh-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag400-wh-argb/ag400-wh-argb-01-228x228.webp
1STPLAYER PS130 ARGB Aluminum Fins Hydro Bearing CPU Air Cooler,Coolers,2450,https://www.startech.com.bd/1stplayer-ps130-argb-cpu-air-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/1stplayer/ps130-argb/ps130-argb-01-228x228.webp
DeepCool AG400 PLUS CPU Cooler,Coolers,2350,https://www.startech.com.bd/deepcool-ag400-plus-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag400-plus/ag400-plus-01-228x228.webp
DeepCool AG500 120mm Single Tower CPU Cooler,Coolers,2400,https://www.startech.com.bd/deepcool-ag500-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag500/ag500-01-228x228.webp
Gamdias ST-BOREAS E1-411 SE CPU Air Cooler,Coolers,2650,https://www.startech.com.bd/gamdias-st-boreas-e1-411-se-cpu-air-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/gamdias/st-boreas-e1-410-se/st-boreas-e1-410-se-228x228.webp
Antec A400i Neon Lighting CPU Air Cooler,Coolers,2700,https://www.startech.com.bd/antec-a400i-neon-lighting-cpu-air-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/antec/a400i/a400i-01-228x228.jpg
DeepCool AK400 Performance CPU Air Cooler,Coolers,2500,https://www.startech.com.bd/deepcool-ak400-cpu-air-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ak400/ak400-01-228x228.webp
Huntkey Frozen 400X Fantasy ARGB CPU Cooler,Coolers,2500,https://www.startech.com.bd/huntkey-frozen-400x-fantasy-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/huntkey/frozen-400x-fantasy/frozen-400x-fantasy-04-228x228.webp
Arctic Freezer 7 X Multi-Compatible Air CPU Cooler,Coolers,2600,https://www.startech.com.bd/arctic-freezer-7-x-air-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/arctic/freezer-7-x/freezer-7-x-01-228x228.webp
DeepCool AK400 WH Performance CPU Air Cooler,Coolers,2400,https://www.startech.com.bd/deepcool-ak400-wh-performance-cpu-air-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ak400-wh/ak400-wh-01-228x228.webp
DeepCool AG500 ARGB 120mm Single Tower CPU Cooler,Coolers,2700,https://www.startech.com.bd/deepcool-ag500-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag500-argb/ag500-argb-01-228x228.webp
DeepCool GAMMAXX AG400 WH ARGB 120mm CPU Cooler,Coolers,2200,https://www.startech.com.bd/deepcool-gammaxx-ag400-wh-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag400-wh-argb/ag400-wh-argb-01-228x228.webp
1STPLAYER PS130 ARGB Aluminum Fins Hydro Bearing CPU Air Cooler,Coolers,2450,https://www.startech.com.bd/1stplayer-ps130-argb-cpu-air-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/1stplayer/ps130-argb/ps130-argb-01-228x228.webp
Huntkey Frozen 400X Fantasy ARGB CPU Cooler,Coolers,2500,https://www.startech.com.bd/huntkey-frozen-400x-fantasy-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/huntkey/frozen-400x-fantasy/frozen-400x-fantasy-04-228x228.webp
Arctic Freezer 7 X Multi-Compatible Air CPU Cooler,Coolers,2600,https://www.startech.com.bd/arctic-freezer-7-x-air-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/arctic/freezer-7-x/freezer-7-x-01-228x228.webp
DeepCool AK400 WH Performance CPU Air Cooler,Coolers,2850,https://www.startech.com.bd/deepcool-ak400-wh-performance-cpu-air-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ak400-wh/ak400-wh-01-228x228.webp
DeepCool AG500 ARGB 120mm Single Tower CPU Cooler,Coolers,2900,https://www.startech.com.bd/deepcool-ag500-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag500-argb/ag500-argb-01-228x228.webp
DeepCool AG400 BK ARGB Single Tower 120mm CPU Cooler,Coolers,2950,https://www.startech.com.bd/deepcool-ag400-bk-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag400-bk-argb/ag400-bk-argb-01-228x228.webp
Gamdias ST-BOREAS E1-411 EX ARGB CPU Air Cooler,Coolers,2750,https://www.startech.com.bd/gamdias-st-boreas-e1-411-ex-argb-cpu-air-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/gamdias/st-boreas-e1-411-se/st-boreas-e1-411-se-228x228.webp
Deepcool AG400 DIGITAL CPU Cooler,Coolers,3000,https://www.startech.com.bd/deepcool-ag400-digital-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag400-digital/ag400-digital-01-228x228.webp
DeepCool AG500 BK ARGB 120mm Single Tower CPU Cooler,Coolers,3000,https://www.startech.com.bd/deepcool-ag500-bk-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag500-bk-argb/ag500-bk-argb-01-228x228.webp
Cooler Master Hyper 212 Spectrum V3 CPU Cooler,Coolers,3100,https://www.startech.com.bd/cooler-master-hyper-212-spectrum-v3-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/cooler-master/hyper-212-spectrum-v3/hyper-212-spectrum-v3-01-228x228.webp
Gamdias BOREAS E2-410 Single Tower Air CPU Cooler,Coolers,2800,https://www.startech.com.bd/gamdias-boreas-e2-410-air-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/gamdias/boreas-m2-410/boreas-m2-410-01-228x228.webp
Thermaltake UX200 ARGB Lighting Air CPU Cooler,Coolers,2500,https://www.startech.com.bd/thermaltake-ux200-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/thermaltake/ux200/ux200-228x228.jpg
DeepCool AG500 WH ARGB 120mm Single Tower CPU Cooler,Coolers,3200,https://www.startech.com.bd/deepcool-ag500-wh-argb-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ag500-wh-argb/ag500-wh-argb-01-228x228.webp
DeepCool AK400 ZERO DARK CPU Cooler,Coolers,3450,https://www.startech.com.bd/deepcool-ak400-zero-dark-cpu-cooler,https://www.startech.com.bd/image/cache/catalog/cpu-cooler/deepcool/ak400-zero-dark/ak400-zero-dark-01-228x228.webp
